,Coordinates,Oscillator_period,Genome,Age,status
creature_13,"['x_37', 'y_71']",10,"['7EA531D9', 'B263DF33', '8C8F9CEF', 'EA2A80F9', 'DF6BA111', 'F56A6EA7', 'BC046318', '1F37E91B', '984BC1FC', 'EA93626D', 'A3CD9EC7', 'E106E1C9', '7FDEAD79', '29075C92', '5AD8E014', '88DD32C1', '5A9354FB', 'EE7B303B', '3F0C9258', 'FC87C786', 'CB40CFAF', 'CCA9E013', '654C45BA', 'BE24FC0C']",1,unconfirmed
creature_14,"['x_60', 'y_7']",11,"['55F3C2A5', '58A5F9B9', 'F130CB0A', 'AE40DC43', '76999B82', '1057A6EB', '45AE0911', '078FA401', '40E48B27', '8185DAE9', '22F51CCD', 'E5C0D688', 'E2D85B34', '97725C76', '0FD9BC42', '2D88EFBD', '1A60A4F0', '9CB41261', 'A69BE334', '5C046367', 'DBCFD2A2', '209D529D', '598BAABE', '5691A090']",1,unconfirmed
creature_15,"['x_87', 'y_99']",11,"['31D29F1D', 'A5536138', 'DFE2FCAD', '4915F1CE', 'EA93F20E', '971667C9', 'B9D23F16', '86895C8A', 'A8402F8A', 'B2BCB073', '3A492382', '399C7ED4', '5BEA3BFF', 'F175B753', 'C2F45282', 'F9116F11', '1196E62F', '1F9BE552', '34B99870', 'E2756865', '9B0E4EB7', '482FBA8A', '4FB427A2', 'FC70AEE0']",1,unconfirmed
creature_16,"['x_87', 'y_120']",11,"['504F88FE', 'DA2F31A8', 'A655D93A', '3638DC13', '39EF870D', '0C56AB95', '39F159BB', '1CCB9131', '9957D1D0', 'DA79E1C7', '9EFA3CE1', '9B194EFB', '4B66FF8A', '815BE173', 'E7160FAF', '36646B60', '230C58B3', '51290236', '7DF5F5C6', 'DF32BF30', 'DE4635A8', 'C24B4A8C', '21421A77', '79914314']",1,unconfirmed
creature_17,"['x_116', 'y_112']",10,"['CA006829', '52271850', '8CDDADA5', 'F1CD976F', '475813AE', '9207C4BE', '04E2B845', 'D4426EDE', 'FED3AC1E', 'E4535A89', '8B5081CC', '65747593', '6B0D42D5', 'A463A5C0', 'E3B10F90', 'B932719D', 'D53CC846', 'AA15ED2C', 'D84A3A2F', '52933BB8', '3D3A9566', '5D2DD90E', '15E28B95', 'C64FAAEC']",1,unconfirmed
creature_18,"['x_64', 'y_30']",10,"['72EE93B4', 'E722B3E4', '74838244', '91DE9B6B', 'DF08BFBB', '525FA2B1', 'B6434A2D', '443D55F1', '70F8ABDC', 'B25DF998', '38F19194', '10A123FD', '04551598', '1A005134', 'EED7CD06', '1A6EC4F1', 'D7FD6D86', '25DCD285', 'FFC5BD71', '64905386', '2287A362', 'B524B98E', 'C5805162', 'F6CE7166']",1,unconfirmed
creature_19,"['x_54', 'y_3']",10,"['BA59BA93', 'D31548AE', 'AD98566A', '83F4E373', '715C5B01', 'DCDC1643', 'FC511E1E', 'F74C12A5', '5AE8EEC6', '6360AD27', 'B96212AB', 'D962165E', 'F7E4B334', 'E3921D7A', '46BEE85F', 'B9FEE8F6', 'F35BAD9E', '912FC5FF', '1B053330', '0C17A4F9', '32A2ABBC', 'A064A0BD', '5364E2B6', 'D76A544B']",1,unconfirmed
creature_20,"['x_90', 'y_125']",10,"['DE1900FE', 'A3A24D34', 'E27DACF2', '589F10C6', '3BE5CAE1', 'E0640247', '5AD6B9CF', 'FA9DA690', '8A931559', 'C7A92711', 'F2D917D3', '67A7ACB5', '959BB310', 'CA4E2BF6', 'D68A4E20', 'FAB3843D', '50A7A6CC', '4911B2BD', 'AF96015F', '2FB25814', 'A78B0E58', 'E7C53F79', '17185985', 'C259C311']",1,unconfirmed
creature_21,"['x_2', 'y_119']",11,"['561B2C23', 'B93DFCFD', 'B8B31B87', 'EF3C02C9', '16872B09', '332C0641', '80047E92', '998D686F', '9C1259C5', '203604A1', '252BB3DD', 'B589F782', 'D7DD98E5', '82FBAA37', '230C58B3', 'DF32BF30', '07AA47FB', '5374759D', '309A0149', '21421A77', '51290236', 'FCDBB798', '79EFA949', '815BE173']",1,unconfirmed
creature_22,"['x_34', 'y_60']",11,"['F9D533EC', '5790524A', 'A07E40FA', '22B82AE6', '7F058275', 'FCEB44E5', '61A425EB', '4F38F016', '48E8631A', '8960B19C', '3071A654', '018B80DB', 'B429125E', 'F478E6FE', 'A5EF648A', '6CDA02AE', 'EEF30118', 'EAD9679F', '173493D2', '13617AFD', '684BCB38', '6248652D', '3F318908', '7885EB0C']",1,unconfirmed
creature_23,"['x_27', 'y_90']",10,"['C426B198', '25504FC9', '2639168B', 'B5B481C5', '5C5ACBBC', '751CEE35', 'FBA292F2', '3209D02A', 'DBBD343E', '10E6FF13', 'F0226BB3', '67C9BC17', 'EAE10429', 'EDA539D7', '8CC50597', '436656ED', '0EE6B96F', '4FC4BFF0', '2E8C35E3', '9E65853A', 'F76E18D0', 'BE55E74A', '901798E7', '94C6FE39']",1,unconfirmed
creature_24,"['x_53', 'y_78']",10,"['E1383BC4', '785778E6', '888F0CF5', 'D962165E', '458FC64B', '6360AD27', '095F1778', '32A2ABBC', '21C9BAEF', '1DFBCBC4', '30116365', 'D2131598', '76E2D685', 'AD98566A', '4998C1F1', '30CF0D56', 'F7107680', '35D72B12', '5364E2B6', '124ED2D8', 'B5108375', '93986166', '5F10ADFB', '83F4E373']",1,unconfirmed
creature_25,"['x_70', 'y_18']",10,"['AC9F6151', 'CCC0E90E', '0FC0B5FD', '4C98F5AF', '6427EF09', 'BD9BCB41', '3CAB66D3', '1DF12B25', 'CC28D5A1', '75D0AD2E', '59D55D0A', '42B73ADB', '0605D3AB', 'C73513D4', '856CDAD9', '1096C844', '3534B39C', '895CDC65', '6DA658BF', 'B9724E2C', '0BE49CB5', 'DBBA44ED', '4F4F0C1E', '6ED0F69D']",1,unconfirmed
creature_26,"['x_45', 'y_30']",10,"['B3FFAAB9', '5790524A', '41A7D8ED', '34387909', '684BCB38', 'B395E34F', '90E5F63A', '3F318908', '0CBD5FE1', '30EB6227', '0F84C7AD', '0FD28890', '0EA18882', 'F368CD29', 'BDA53D4B', '4A2C259A', 'E7D46C44', 'A07E40FA', '8960B19C', '6248652D', '0960BFE7', '7885EB0C', 'AEB0D928', '663CE6FC']",1,unconfirmed
creature_27,"['x_4', 'y_64']",11,"['9E77A935', 'E0F2B670', '6F968595', 'E251EA60', '106F85E2', '0B79A9E7', '55F3C2A5', '806E7012', 'BB77AFED', 'A69BE334', '97725C76', '63AE59F5', '2AE43F8B', 'E2D85B34', 'FFDAA5C4', '1A60A4F0', 'C27F326D', 'F2AC6008', 'AE40DC43', '37B39877', 'AFC94F35', 'F130CB0A', 'DCBDE291', '0FD9BC4A']",1,unconfirmed
creature_28,"['x_43', 'y_81']",10,"['34E40A06', '29F95442', '6D443B05', '5A2BC3F4', '34B99870', '74F6A26E', 'EA93F20E', 'F1F70F18', 'EEF1F186', '712DBBCB', '3A492382', '5727C9C4', 'A5536138', '2D3FB62F', '9A044C8E', '6350D0CD', '31D29F1D', '6C905933', '7F71953B', '971667C9', '2482CBC9', '7190C825', '5BEA3BFF', '86895C8A']",1,unconfirmed
creature_29,"['x_15', 'y_57']",10,"['262C5ED0', '941B7FB8', '1507E94F', '6B0D42D5', 'F5DFA10D', '85E47BEC', '1AFC522E', '60D56113', 'C12F9468', '5F1627B8', '2C9F6269', '39351D5C', '3DDA26C7', '29324862', '098F6AEB', '97156092', '5BC84007', 'D53CC846', 'A463A5C0', '35273CD9', '5D2DD90E', 'B932719D', '7B4B2831', 'D3717781']",1,unconfirmed
creature_30,"['x_22', 'y_5']",10,"['971667C9', '93986166', '92BCB073', '2215AFE1', '5A2BC3F4', '31D29F1D', '482FBA8A', 'F1F70F18', 'EA93F20E', 'B9D23F96', '32D15F33', '896D195C', '30CF0D56', 'D2131598', '21C9BAEF', '1DDBCBC4', '58C02B50', '13DF10C4', '15CC2D5A', '785778E6', '86895C8A', '1196E62F', '4D6BD591', 'E2756865']",1,unconfirmed
creature_31,"['x_2', 'y_89']",10,"['82FBAA37', '15AB99AC', 'AAF47798', '83CF6AF4', 'DA79E1C7', '74D305AC', 'AE5551C7', 'EE8E0F35', '13982FEA', '83022739', 'C64E3BEA', '8C1B969C', 'D9DCDDE2', '36A33F19', '230C58B3', '815BE173', 'F7654869', '08AFAA2F', '77EC1602', '43C91679', 'D594B028', 'D535EAEA', '0D56AB95', 'D7DD98E5']",1,unconfirmed
creature_32,"['x_22', 'y_81']",10,"['173493D2', '3F318908', '25504FC9', '8CC50597', '3209D02A', '260F9D1A', 'B395630F', '1A49E540', '0F84C7AD', 'FA7A1563', '152B291F', '149B44CF', '2E8C35E3', 'A07E40FA', '0EA18882', '0EE6B96F', 'A5EF648A', '684BCB38', 'BE55E74A', '41A7D8ED', 'F9D533EC', '3BC7993B', '6248652D', '0A648FC1']",1,unconfirmed
creature_33,"['x_111', 'y_107']",10,"['31474AAA', '0B4D4D24', 'C7416FC1', 'CC714B42', '1DA11BC7', 'E316BDF8', '5F92A5C4', '38580020', '1E741015', '195F40B6', '47153DF9', '20388D13', 'F97BFD80', '98F2D5A6', 'E161F520', '83969AE8', '88DD32C1', '51478E03', 'E022A3CE', 'ED208D01', 'CB40CFAF', '050907BB', '272C5384', 'B9B1C5BF']",1,unconfirmed
creature_34,"['x_75', 'y_107']",10,"['31017C0E', 'AD4E96E1', '06C010EA', '3C84D835', '22C24B50', 'B52AA258', 'B6434A2D', '6B67F8FE', 'E722B3E4', 'EA5622DD', 'F1922A4B', '6DFC46C4', '732115D0', '3AE18A39', '3671A950', '5044335F', '1636AEEE', 'F97529A0', '70F8ABDC', 'A0C257B7', '640D5947', '9BCD0A5F', '720A3FBC', '7994BF4B']",1,unconfirmed
creature_35,"['x_106', 'y_19']",10,"['5A4D7561', '2154BD5B', 'AC3D8A94', '59D55D0A', '0BD411E0', '6B67F8FE', '0D8E0C7A', '6DFC46C4', 'B9724E2C', 'DBBA44ED', '720A3FBC', '6427EF09', '3CAB66D3', '1613065C', '23367AB7', '856CDAD9', '5044335F', '8E0EB457', '7C0B8862', 'C73513D4', '18322530', '31017C0E', '895CDC65', 'DB1E5672']",1,unconfirmed
creature_36,"['x_57', 'y_73']",10,"['0830F251', '472D3828', 'F1294449', 'FF9668F2', '8065E4E0', 'D688F540', '7932E8E9', '491108E8', '883B5AB0', 'D229B3DB', 'ED077437', 'DE5E9BA7', '27234AA2', '8236E458', '7DA0E721', 'BF047204', 'F267610F', '23E90157', '68CA7177', '96F0EEA6', 'D96024FE', '6E5B09B3', 'B8540889', '40D72B05']",1,unconfirmed
creature_37,"['x_93', 'y_17']",11,"['EA13479A', '6CBD1A1D', '86F283E1', '691C0A01', '7BEF70BD', '03DB9138', 'C3A64585', '53B670E8', 'BC723026', '4DCF8B43', 'C07A0D99', '41881DB4', '7A486105', '4995A8B0', 'CC90E2C1', '7531BC8F', 'AF23B0EF', '1BC13702', '4D7ECA98', 'DA40C1E3', 'BD422FAE', '12FDA59E', 'BB148B11', 'E1B17E00']",1,unconfirmed
creature_38,"['x_26', 'y_119']",11,"['87C4745D', 'A463A5C0', '15E28B95', '9EFF1297', '75A1C926', '74AB9921', '438BA1C2', '2639168B', '9207C4BE', 'E5535A89', '7B4B2831', 'E3B10F90', '9E65853A', '4FC4BFF0', '8CDDADA5', 'D562EDF0', '436656ED', '4C60AD5A', '85E47BEC', 'B932719D', '5D2DD90E', '941B7FB8', '525C800D', 'C426B198']",1,unconfirmed
creature_39,"['x_75', 'y_40']",10,"['0BD411E0', '479BBE22', 'C2C944A5', '232598A9', 'AD4E96E1', '654FF75B', '04250BE4', '06C010EA', '89CEBF24', '9BCD0A5F', 'FF5C9FC0', '6DFC46C4', '5C7A9E40', 'EB6318AC', '18322530', '5FF2FEB9', 'E6812EA0', '5044335F', '0D8E0C7A', 'BEDD7AFE', 'AC75BF16', '2A274310', '1636AEEE', '31017C0E']",1,unconfirmed
creature_40,"['x_75', 'y_102']",10,"['DC8740E0', '5D2DD90E', '29324862', 'B5916923', '928D3FAB', '941B7FB8', '8594164E', '286D68F7', '507CAF03', '8CDDADA5', '6B0D42D5', '0BBBA9F4', '0D938C9B', '4C8F6222', '85E47BEC', 'E49F2B37', '47BAAE46', '504C5D61', '4C60AD5A', 'B4C2AC1A', 'E5535A89', 'A76E761F', 'D53CC846', 'AEF2BE66']",1,unconfirmed
creature_41,"['x_65', 'y_66']",11,"['7531BC8F', '6360AD27', '12FDA59E', '9488FE51', 'F5305B96', '3F2F81C2', 'BB148B11', '0C17A4F9', '1BC13702', '4995A8B0', '83F4E373', 'BEE83FF2', 'F35BAD9E', '504EA569', '32A2ABBC', '11A24E82', 'DA40C1E3', '918E2607', 'F74C12A5', 'BD422FAE', '124ED2D8', 'BE83F1BA', '03DB9138', '691C0A01']",1,unconfirmed
creature_42,"['x_57', 'y_109']",10,"['240AE01C', 'FDEB6A34', 'B0D4172D', 'C864E477', 'F65D57FC', '1E5BCAE5', '79D072EA', 'FAB3843D', '9B4DEACB', '27B0753E', '3725B2B4', '329D9B2C', 'C08D1B9F', '650D0FF2', 'EAB00657', '5611F380', '66BF692E', 'CB96A605', '5AD6B9CF', 'FA9DA690', '53F784AA', 'EECFA7C3', 'B3BAF83D', 'CA4E2BF6']",1,unconfirmed
creature_43,"['x_66', 'y_67']",10,"['3209D02A', '25504FC9', '0778959E', '0EE6B96F', '3E5FE13F', '8CC50597', 'FA7A1563', '966057DC', '354C12E5', '2E8C35E3', 'AC7CEC6F', '8267045B', '67B067B9', '39FE45C4', 'F76E18D0', '73EF8A75', 'B4ECC9BA', 'EDA539D7', 'CFDC52C5', '4BB53D5F', 'FBA292F2', 'B299CBCF', 'C07ED8D8', '260F9D1A']",1,unconfirmed
creature_44,"['x_27', 'y_9']",10,"['C5DBE4BF', 'DDA9F1D6', 'FCEB44E5', '15CC2D5A', '6CDA02AE', 'E1383BC4', '9097AEFB', '4991CDF6', '1DDBCBC4', '896D195C', '58BA85B9', '3071A654', '888F0CF5', 'E525EBF6', '586E102F', '4D6BD591', '30116365', '2DF4BA4E', '13617AFD', 'F478E6FE', '61A425EB', 'C4570A10', '13DF10C4', '93986166']",1,unconfirmed
creature_45,"['x_121', 'y_28']",10,"['2573BD63', '51DA6C74', 'CFC6E168', '26D4A99C', '4882A1B6', '7A486105', 'CBD43393', 'AEB0D928', '86F283E1', 'D187FDDE', '4D7ECA98', 'D82916D4', '6E5D7691', '679EF47B', 'E71DA340', 'C3A64585', 'BF87F544', 'E1B17E00', 'B261288D', '41881DB4', 'B3FFAAB9', '9F92AFD8', '95E44446', 'CC90E2C1']",1,unconfirmed
creature_46,"['x_77', 'y_35']",10,"['AA056837', '1096C844', '9CA06B52', '7FC98822', '6384A99E', 'BA871DAA', '6DA658BF', 'F83F0960', 'F8CA0DEB', 'AC4FA40B', 'AC9F6145', 'BC18B414', '6ED0F69D', '4C98F5AF', '0535E961', '1DF12B25', '42B73ADB', '86EFCF60', '0BE49CB5', '3B5FE673', '21DA4D23', '0605D7AB', 'CC28D5A1', 'F7FD421C']",1,unconfirmed
creature_47,"['x_30', 'y_81']",10,"['284E0941', '320BB1A9', 'E7160FAF', '60A56995', 'B160F48D', '36646B60', '2482CBC9', 'C24B4A8C', '17CA1A00', '1737E09E', '39F159BB', 'E9811039', '7D96151F', '7190C825', '4B66FF8A', 'A655D93A', '04DAB558', 'DE4635A8', 'E2A45541', '65761257', 'E8C71834', '3638DC13', 'C82A20D6', '6D443B05']",1,unconfirmed
creature_48,"['x_78', 'y_73']",10,"['04D1C265', 'BC8467A0', '721F667A', '24C661E2', 'F20782C2', 'B524B98E', '42476F7D', '1A005134', '1A6EC4F1', '04551598', '8B7B60DF', 'B8165DE3', '6AB278CC', '988FF0D3', 'F42F37EA', 'E1BB622E', 'EAB7FA1D', 'ABB9218F', 'A73CF639', '6352E31D', '97A18275', 'A3C162BD', '71A128B7', 'C5805162']",1,unconfirmed
creature_49,"['x_10', 'y_50']",11,"['1D6D5D57', '03DB9138', 'FFBFADE3', 'ECB21574', '50691A7C', '691C0A01', '40FF6F9F', '062A3B5F', '12FDA59E', 'AF23B0EF', 'DF03F50B', '48ABFDE1', '58FDA94F', 'D6308E69', '7B949FD7', '518B2AB5', '4995A8B0', '4E97BC51', '359C525D', '8DC79976', '3F2F81C2', 'BC723026', 'D17AF138', 'BB148B11']",1,unconfirmed
creature_50,"['x_53', 'y_2']",10,"['0AE536A5', '6384A99E', '0535E961', '925A4202', 'D0D6C7AC', 'C3A64585', 'CFC6E168', 'F83F0960', '86EFCF60', '3B5FE673', '20C3D016', '549DD11E', '7BEF70BD', 'BE9C8FA9', '4DEBB56A', '4D7ECA98', '41881DB4', '1FE4F18C', 'E5CEA35A', '17B4DB77', '679EF47B', '2D04AEE8', '6E5D7691', 'F8CA0DEB']",1,unconfirmed
creature_51,"['x_77', 'y_14']",11,"['8C8F9CEF', 'EA2A80F9', 'D7552BF7', 'AB6E64D3', 'F2A8167F', 'BEDD7AFE', '553FFA35', 'E106E1C9', '48A22A6B', '8076B167', 'CF1616B7', '5C78E6DF', 'FC87C786', 'A8A48B59', 'CE6EF596', '7EA531D9', 'AC75BF16', '8E1D52DB', '29D51227', 'C40916A1', 'C9551520', 'E6812EA0', '232598A9', '2CFCE970']",1,unconfirmed
creature_52,"['x_29', 'y_2']",10,"['D401BA54', '9B194EFB', 'FFBFADC3', '5374759D', '252BB3DD', 'B535D162', 'ECB21574', '39EF870D', 'D594B028', '7FA51568', '230C58B3', '27365E7E', '518B2AB5', 'D7DD98E5', 'DA79E1C7', '48ABFDE1', '062A3B5F', '5762ADEC', '21421A77', 'D17AF138', '78B1636D', '15AB99AC', '1D6D5D57', '4A97BC51']",1,unconfirmed
creature_53,"['x_16', 'y_21']",10,"['475813AE', 'CBD43393', 'C12F9468', 'C07A0D99', '63A03510', '4C60AD5A', '549DD11E', '51DA6C74', '9207C4BE', 'CFC6E168', '52271850', '4DEBB56A', '86F283E1', 'D53CC846', '8E9D231A', '6E5D7691', '3DDA26C7', 'FD5B6666', 'A463A5C0', '29324862', 'EA13479A', '6115FC2C', '6B0D42D5', '41881DB4']",1,unconfirmed
creature_54,"['x_22', 'y_10']",10,"['5C046367', '3D3A9566', 'B995CE67', '45AE0911', '639ECE7E', '008A2559', 'D84A3A2F', 'B22EC069', '44456398', 'DC0A4F53', '4CC91A46', '860C6970', 'DBCFD2A2', 'FED3AC1E', 'F1CD976F', 'E39A53F0', 'E5C0D688', 'AA15ED2C', 'BAF2AED9', '8EB2EC0D', 'CA006829', '0F0D8C9E', '9CB41241', '2D88EFBD']",1,unconfirmed
creature_55,"['x_108', 'y_106']",11,"['3A492382', 'EF768B0F', '91D0E47A', '482FBA8A', '34B99870', 'EEF1F186', '31D29F1D', 'C571B5A0', '2D3FB62F', 'E34367FF', 'D5723BB8', 'B9D23F96', '6528EF3F', 'D2B680D9', 'FCFEEB86', '9A044C8E', 'EAB3F20E', '3082C070', 'D1FE2EF1', 'E1BA7F9E', '39E3415B', 'E57F44D3', '971667C9', '5A2BC3F4']",1,unconfirmed
creature_56,"['x_68', 'y_62']",10,"['CBAEFAD5', '36A33F19', 'E2669CA6', '0778959E', 'B099717A', '4BB53D5F', '8267045B', 'C64E3BEA', '8C1B969C', '0BEE2796', '83CF6AF4', '73EF8A75', '43C91679', '4A8193E6', 'AE5551C7', 'F7654869', '7E19998D', '960236D9', '63A64D9D', 'DA65D551', '79F9D6FE', '96910EAA', '656D77C3', '1BEDDB27']",1,unconfirmed
creature_57,"['x_14', 'y_20']",10,"['AD98566A', 'D962165E', 'BEE83FF2', '35D72B12', 'AE5551C7', 'FF996AE1', '74D305AC', '458FC64B', 'A064A0BD', 'F7E4B334', 'C17BECBF', '418F1A28', 'F7654869', '83022739', 'D31548AE', 'F35BAD9E', '77C5CE9C', 'AAF47798', '504EA569', '095F1778', '53EF661B', 'EE8E0F35', 'C64E3BEA', 'BE83F1BA']",1,unconfirmed
creature_58,"['x_111', 'y_114']",11,"['022F02B4', 'DAD3480F', '78DC4E94', '39E3415B', '44A10D4E', '1A633312', '15520B10', 'F0E99026', 'A7CF7492', 'C60D6DD2', 'EE2DD21F', 'D1FE2EF1', 'DA762A97', 'E34367FF', '788564B3', '0DEB5F48', 'A1E0EA3D', '7456959A', 'A5B9DAAC', '36DB7161', 'D424CCA6', 'E57F44D3', '4BCA60B7', 'E1BA7F9E']",1,unconfirmed
creature_59,"['x_110', 'y_89']",10,"['2F54B934', '4984C22E', '1ABC6AB9', '13D2D16A', '65ADD747', 'C103BEDC', '8CF6F3C3', 'CDAE37F7', '21B96307', '650D0FF2', '329D9B2C', 'BE02C984', '7ECA0FC6', '9B4DEACB', 'F661FEC6', 'CB96A605', '2437A4F3', 'B8623B51', '3BC898FD', '54635FDA', '66BF692E', '9E36D2A0', '15DED879', '371C2B7D']",1,unconfirmed
creature_60,"['x_60', 'y_80']",11,"['E161F520', 'A3CD9EC7', '1A005134', 'B524B98E', 'C5805162', 'B816DDE3', '5A9354FB', '10A123FD', '04D1C265', '6AB278CC', '71A128B7', '1CB76CCF', 'B08C516B', 'E022A3CE', '89CB0AB6', '8E41F588', 'D9F64BBE', 'F20782C2', '984BC1FC', 'CB40CFAF', '1E741015', '654C45BA', 'E1BB622E', 'B567722A']",1,unconfirmed
creature_61,"['x_70', 'y_67']",10,"['7B4B2831', '081615A0', 'C6E11CE0', 'D53CC846', '85E47BEC', '2A04AE2A', '140F45BB', '7EAFA3E1', 'E5535A89', '587D9930', '6B0D42D5', '6EC1A9E2', 'A463A5C0', 'AEF2BE66', 'D20A0E28', '29324862', 'B932719D', '3DDA26C7', '8CDDADA5', 'DC6880D0', '58A563C1', 'DE2DE5E6', '2A67E311', '475813AE']",1,unconfirmed
